### LOVD-version 3000-020 ### Full data download ### To import, do not remove or alter this header ###
# charset = UTF-8

## Genes ## Do not remove or alter this header ##
{{id}}	{{name}}	{{chromosome}}	{{chrom_band}}	{{refseq_genomic}}	{{refseq_UD}}	{{id_hgnc}}	{{id_entrez}}	{{id_omim}}
"TMSB4X"	"thymosin beta 4, X-linked"	"X"	"p22.2"	"NC_000023.10"	"UD_144478402725"	"11881"	"7114"	"300159"
"TMSB4Y"	"thymosin beta 4, Y-linked"	"Y"	"q11.221"	"NC_000024.9"	"UD_144478402799"	"11882"	"9087"	"400017"
"TMSB10"	"thymosin beta 10"	"2"	"p11.2"	"NC_000002.11"	"UD_144478402934"	"11879"	"9168"	"188399"
"TMSB15A"	"thymosin beta 15a"	"X"	"q21.33-q22.3"	"NC_000023.10"	"UD_144478403069"	"30744"	"11013"	"300939"
"TMSB15B"	"thymosin beta 15B"	"X"	"q22.2"	"NC_000023.10"	"UD_144478403147"	"28612"	"286527"	""
"TMTC1"	"transmembrane and tetratricopeptide repeat containing 1"	"12"	"p11.22"	"NC_000012.11"	"UD_144478403303"	"24099"	"83857"	"615855"
"TMTC2"	"transmembrane and tetratricopeptide repeat containing 2"	"12"	"q21.31"	"NC_000012.11"	"UD_144478403803"	"25440"	"160335"	"615856"
"TMTC4"	"transmembrane and tetratricopeptide repeat containing 4"	"13"	"q32.3"	"NC_000013.10"	"UD_144478404067"	"25904"	"84899"	""
"TMUB1"	"transmembrane and ubiquitin-like domain containing 1"	"7"	"q36.1"	"NC_000007.13"	"UD_144478404450"	"21709"	"83590"	"614792"
"TMX1"	"thioredoxin-related transmembrane protein 1"	"14"	"q22.1"	"NC_000014.8"	"UD_144478404661"	"15487"	"81542"	"610527"
"TMX2-CTNND1"	"TMX2-CTNND1 readthrough (NMD candidate)"	"11"	"q12.1"	"NC_000011.9"	"UD_144478405134"	"41992"	"100528016"	""
"TMX3"	"thioredoxin-related transmembrane protein 3"	"18"	"q22"	"NC_000018.9"	"UD_144478406218"	"24718"	"54495"	"616102"
"TMX4"	"thioredoxin-related transmembrane protein 4"	"20"	"p12"	"NC_000020.10"	"UD_144478406470"	"25237"	"56255"	""
"TNF"	"tumor necrosis factor"	"6"	"p21.3"	"NG_007462.1"	"UD_144478406619"	"11892"	"7124"	"191160"
"TNFAIP1"	"tumor necrosis factor, alpha-induced protein 1 (endothelial)"	"17"	"q22-q23"	"NC_000017.10"	"UD_144478406709"	"11894"	"7126"	"191161"
"TNFAIP2"	"tumor necrosis factor, alpha-induced protein 2"	"14"	"q32"	"NC_000014.8"	"UD_144478407001"	"11895"	"7127"	"603300"
"TNFAIP3"	"tumor necrosis factor, alpha-induced protein 3"	"6"	"q23-q25"	"NG_032761.1"	"UD_144478407386"	"11896"	"7128"	"191163"
"TNFAIP8"	"tumor necrosis factor, alpha-induced protein 8"	"5"	"q23.1"	"NC_000005.9"	"UD_144478407534"	"17260"	"25816"	"612111"
"TNFAIP8L1"	"tumor necrosis factor, alpha-induced protein 8-like 1"	"19"	"p13.3"	"NC_000019.9"	"UD_144478407704"	"28279"	"126282"	"615869"
"TNFAIP8L2"	"tumor necrosis factor, alpha-induced protein 8-like 2"	"1"	"q21.2"	"NC_000001.10"	"UD_144478407912"	"26277"	"79626"	"612112"
"TNFAIP8L3"	"tumor necrosis factor, alpha-induced protein 8-like 3"	"15"	"q21.2"	"NC_000015.9"	"UD_144478408164"	"20620"	"388121"	"616438"
"TNFRSF1A"	"tumor necrosis factor receptor superfamily, member 1A"	"12"	"p13.2"	"LRG_193"	"UD_144478408331"	"11916"	"7132"	"191190"
"TNFRSF1B"	"tumor necrosis factor receptor superfamily, member 1B"	"1"	"p36.22"	"NG_029791.1"	"UD_144478408562"	"11917"	"7133"	"191191"
"TNFRSF4"	"tumor necrosis factor receptor superfamily, member 4"	"1"	"p36"	"NC_000001.10"	"UD_144478408700"	"11918"	"7293"	"600315"
"TNFRSF6B"	"tumor necrosis factor receptor superfamily, member 6b, decoy"	"20"	"q13.33"	"NC_000020.10"	"UD_144478408918"	"11921"	"8771"	"603361"
"TNFRSF8"	"tumor necrosis factor receptor superfamily, member 8"	"1"	"p36"	"NG_029573.2"	"UD_144478409036"	"11923"	"943"	"153243"
"TNFRSF9"	"tumor necrosis factor receptor superfamily, member 9"	"1"	"p36"	"NC_000001.10"	"UD_144478409158"	"11924"	"3604"	"602250"
"TNFRSF10B"	"tumor necrosis factor receptor superfamily, member 10b"	"8"	"p22-p21"	"NG_012145.1"	"UD_144478409316"	"11905"	"8795"	"603612"
"TNFRSF10C"	"tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain"	"8"	"p22-p21"	"NG_032578.1"	"UD_144478409508"	"11906"	"8794"	"603613"
"TNFRSF10D"	"tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain"	"8"	"p21"	"NG_032579.1"	"UD_144478409639"	"11907"	"8793"	"603614"
"TNFRSF11A"	"tumor necrosis factor receptor superfamily, member 11a, NFKB activator"	"18"	"q22.1"	"LRG_194"	"UD_144478409774"	"11908"	"8792"	"603499"
"TNFRSF12A"	"tumor necrosis factor receptor superfamily, member 12A"	"16"	"p13.3"	"NC_000016.9"	"UD_144478409946"	"18152"	""	"605914"
"TNFRSF13B"	"tumor necrosis factor receptor superfamily, member 13B"	"17"	"p11.2"	"LRG_120"	"UD_144478410099"	"18153"	"23495"	"604907"
"TNFRSF13C"	"tumor necrosis factor receptor superfamily, member 13C"	"22"	"q13.1-q13.3"	"LRG_184"	"UD_144478410366"	"17755"	"115650"	"606269"
"TNFRSF14"	"tumor necrosis factor receptor superfamily, member 14"	"1"	"p36.32"	"NC_000001.10"	"UD_144478410461"	"11912"	"8764"	"602746"
"TNFRSF17"	"tumor necrosis factor receptor superfamily, member 17"	"16"	"p13.1"	"NC_000016.9"	"UD_144478410818"	"11913"	"608"	"109545"
"TNFRSF18"	"tumor necrosis factor receptor superfamily, member 18"	"1"	"p36.3"	"NC_000001.10"	"UD_144478410899"	"11914"	"8784"	"603905"
"TNFRSF19"	"tumor necrosis factor receptor superfamily, member 19"	"13"	"q12.11-q12.3"	"NC_000013.10"	"UD_144478411123"	"11915"	"55504"	"606122"
"TNFRSF25"	"tumor necrosis factor receptor superfamily, member 25"	"1"	"p36.2"	"NG_029910.1"	"UD_144478411421"	"11910"	"8718"	"603366"
"TNFSF4"	"tumor necrosis factor (ligand) superfamily, member 4"	"1"	"q25"	"NG_011477.1"	"UD_144478411892"	"11934"	"7292"	"603594"
"TNFSF9"	"tumor necrosis factor (ligand) superfamily, member 9"	"19"	"p13.3"	"NC_000019.9"	"UD_144478412033"	"11939"	"8744"	"606182"
"TNFSF10"	"tumor necrosis factor (ligand) superfamily, member 10"	"3"	"q26"	"NC_000003.11"	"UD_144478412261"	"11925"	""	"603598"
"TNFSF11"	"tumor necrosis factor (ligand) superfamily, member 11"	"13"	"q14"	"NG_008990.1"	"UD_144478412411"	"11926"	""	"602642"
"TNFSF12-TNFSF13"	"TNFSF12-TNFSF13 readthrough"	"17"	"p13.1"	"NC_000017.10"	"UD_144478412703"	"33537"	"407977"	""
"TNFSF13B"	"tumor necrosis factor (ligand) superfamily, member 13b"	"13"	"q32-q34"	"NG_029524.1"	"UD_144478412801"	"11929"	"10673"	"603969"
"TNFSF14"	"tumor necrosis factor (ligand) superfamily, member 14"	"19"	"p13.3"	"NC_000019.9"	"UD_144478412907"	"11930"	""	"604520"
"TNFSF15"	"tumor necrosis factor (ligand) superfamily, member 15"	"9"	"q32"	"NG_011488.2"	"UD_144478413092"	"11931"	"9966"	"604052"
"TNFSF18"	"tumor necrosis factor (ligand) superfamily, member 18"	"1"	"q23"	"NC_000001.10"	"UD_144478413301"	"11932"	"8995"	"603898"
"TNIP1"	"TNFAIP3 interacting protein 1"	"5"	"q32-q33.1"	"NG_030590.1"	"UD_144478413744"	"16903"	"10318"	"607714"
"TNIP2"	"TNFAIP3 interacting protein 2"	"4"	"p16.3"	"NC_000004.11"	"UD_144478413989"	"19118"	"79155"	"610669"
"TNIP3"	"TNFAIP3 interacting protein 3"	"4"	"q27"	"NC_000004.11"	"UD_144478414238"	"19315"	"79931"	"608019"
"TNK2"	"tyrosine kinase, non-receptor, 2"	"3"	"q29"	"NG_029779.1"	"UD_132119025179"	"19297"	"10188"	"606994"
"TNKS"	"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase"	"8"	"p23.1"	"NC_000008.10"	"UD_144478414624"	"11941"	"8658"	"603303"
"TNKS1BP1"	"tankyrase 1 binding protein 1, 182kDa"	"11"	"q12.2"	"NC_000011.9"	"UD_144478414935"	"19081"	"85456"	"607104"
"TNKS2"	"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2"	"10"	"q23.3"	"NC_000010.10"	"UD_144478415413"	"15677"	"80351"	"607128"
"TNMD"	"tenomodulin"	"X"	"q21.33-q23"	"NG_013266.1"	"UD_144478415595"	"17757"	"64102"	"300459"
"TNN"	"tenascin N"	"1"	"q23-q24"	"NC_000001.10"	"UD_144478415803"	"22942"	"63923"	""
"TNNC1"	"troponin C type 1 (slow)"	"3"	"p21.1"	"LRG_378"	"UD_144478415996"	"11943"	"7134"	"191040"
"TNNI1"	"troponin I type 1 (skeletal, slow)"	"1"	"q31.3"	"NG_016649.1"	"UD_144478416190"	"11945"	"7135"	"191042"
"TNNI2"	"troponin I type 2 (skeletal, fast)"	"11"	"p15.5"	"NG_011621.1"	"UD_144478416367"	"11946"	"7136"	"191043"
"TNNI3"	"troponin I type 3 (cardiac)"	"19"	"q13.4"	"LRG_432"	"UD_144478416546"	"11947"	"7137"	"191044"
"TNNI3K"	"TNNI3 interacting kinase"	"1"	"p31.1"	"NG_032939.2"	"UD_144478416807"	"19661"	"51086"	"613932"
"TNNT1"	"troponin T type 1 (skeletal, slow)"	"19"	"q13.4"	"NG_011829.2"	"UD_144478417020"	"11948"	"7138"	"191041"
"TNNT3"	"troponin T type 3 (skeletal, fast)"	"11"	"p15.5"	"NG_013085.1"	"UD_144478417673"	"11950"	"7140"	"600692"
"TNP1"	"transition protein 1 (during histone to protamine replacement)"	"2"	"q35-q36"	"NC_000002.11"	"UD_144478418027"	"11951"	"7141"	"190231"
"TNP2"	"transition protein 2 (during histone to protamine replacement)"	"16"	"p13.13"	"NC_000016.9"	"UD_144478418163"	"11952"	"7142"	"190232"
"TNPO1"	"transportin 1"	"5"	"q13.1"	"NC_000005.9"	"UD_144478418296"	"6401"	"3842"	"602901"
"TNPO2"	"transportin 2"	"19"	"p13.13"	"NC_000019.9"	"UD_144478418506"	"19998"	"30000"	"603002"
"TNR"	"tenascin R"	"1"	"q24"	"NC_000001.10"	"UD_144478419362"	"11953"	"7143"	"601995"
"TNRC6A"	"trinucleotide repeat containing 6A"	"16"	"p11.2"	"NC_000016.9"	"UD_144478419589"	"11969"	"27327"	"610739"
"TNRC6B"	"trinucleotide repeat containing 6B"	"22"	"q13"	"NC_000022.10"	"UD_144478419996"	"29190"	"23112"	"610740"
"TNRC18"	"trinucleotide repeat containing 18"	"7"	"p22.1"	"NG_034123.1"	"UD_144478420298"	"11962"	"84629"	""
"TNS1"	"tensin 1"	"2"	"q35-q36"	"NC_000002.11"	"UD_144478420545"	"11973"	"7145"	"600076"
"TNS3"	"tensin 3"	"7"	"p12.3"	"NC_000007.13"	"UD_144478421242"	"21616"	"64759"	"606825"
"TNS4"	"tensin 4"	"17"	"q21.2"	"NC_000017.10"	"UD_144478421739"	"24352"	"84951"	"608385"
"TNXA"	"tenascin XA (pseudogene)"	"6"	"p21.3"	"NC_000006.11"	"UD_144478422044"	"11975"	"7146"	""
"TNXB"	"tenascin XB"	"6"	"p21.3"	"NG_008337.2"	"UD_144478422236"	"11976"	"7148"	"600985"
"TOB1"	"transducer of ERBB2, 1"	"17"	"q21.33"	"NC_000017.10"	"UD_144478422653"	"11979"	"10140"	"605523"
"TOB2"	"transducer of ERBB2, 2"	"22"	"q13.2"	"NC_000022.10"	"UD_144478423016"	"11980"	"10766"	"607396"
"TOB2P1"	"transducer of ERBB2, 2 pseudogene 1"	"6"	"p22.1"	"NC_000006.11"	"UD_144478423186"	"13986"	"222699"	""
"TOE1"	"target of EGR1, member 1 (nuclear)"	"1"	"p33"	"NC_000001.10"	"UD_144478423491"	"15954"	"114034"	"613931"
"TOLLIP"	"toll interacting protein"	"11"	"p"	"NC_000011.9"	"UD_144478423646"	"16476"	"54472"	"606277"
"TOM1L1"	"target of myb1 like 1 membrane trafficking protein"	"17"	"q23.2"	"NC_000017.10"	"UD_144478424309"	"11983"	"10040"	"604701"
"TOM1L2"	"target of myb1 like 2 membrane trafficking protein"	"17"	"p11.2"	"NC_000017.10"	"UD_144478424809"	"11984"	"146691"	"615519"
"TOMM5"	"translocase of outer mitochondrial membrane 5 homolog (yeast)"	"9"	"p13.2"	"NC_000009.11"	"UD_144478425329"	"31369"	"401505"	"616169"
"TOMM6"	"translocase of outer mitochondrial membrane 6 homolog (yeast)"	"6"	"p21.1"	"NC_000006.11"	"UD_144478425483"	"34528"	"100188893"	"616168"
"TOMM20"	"translocase of outer mitochondrial membrane 20 homolog (yeast)"	"1"	"q42"	"NC_000001.10"	"UD_144478425737"	"20947"	"9804"	"601848"
"TOMM20L"	"translocase of outer mitochondrial membrane 20 homolog (yeast)-like"	"14"	"q23.1"	"NC_000014.8"	"UD_144478425950"	"33752"	"387990"	""
"TOMM22"	"translocase of outer mitochondrial membrane 22 homolog (yeast)"	"22"	"q13.1"	"NC_000022.10"	"UD_144478426103"	"18002"	"56993"	"607046"
"TOMM34"	"translocase of outer mitochondrial membrane 34"	"20"	"q12-q13.1"	"NC_000020.10"	"UD_144478426296"	"15746"	"10953"	"616049"
"TOMM40"	"translocase of outer mitochondrial membrane 40 homolog (yeast)"	"19"	"q13"	"NG_042854.1"	"UD_144478426478"	"18001"	"10452"	"608061"
"TOMM40L"	"translocase of outer mitochondrial membrane 40 homolog (yeast)-like"	"1"	"q23.3"	"NC_000001.10"	"UD_144478426693"	"25756"	"84134"	""
"TOMM70A"	"translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)"	"3"	"q12.2"	"NC_000003.11"	"UD_144478427118"	"11985"	"9868"	"606081"
"TONSL"	"tonsoku-like, DNA repair protein"	"8"	"q24.3"	"NC_000008.10"	"UD_144478427221"	"7801"	"4796"	"604546"
"TOP1"	"topoisomerase (DNA) I"	"20"	"q12-q13.1"	"NG_012262.1"	"UD_144478427582"	"11986"	"7150"	"126420"
"TOP1MT"	"topoisomerase (DNA) I, mitochondrial"	"8"	"q24.3"	"NC_000008.10"	"UD_144478427780"	"29787"	"116447"	"606387"
"TOP1P1"	"topoisomerase (DNA) I pseudogene 1"	"1"	"q24.3"	"NC_000001.10"	"UD_144478428096"	"11987"	"7151"	""
"TOP1P2"	"topoisomerase (DNA) I pseudogene 2"	"22"	"q11.23"	"NC_000022.10"	"UD_144478428229"	"11988"	"7152"	""
"TOP3B"	"topoisomerase (DNA) III beta"	"22"	"q11.22"	"NC_000022.10"	"UD_144478428487"	"11993"	"8940"	"603582"
"TOPAZ1"	"testis and ovary specific PAZ domain containing 1"	"3"	"p21.33"	"NC_000003.11"	"UD_144478429347"	"24746"	"375337"	"614412"
"TOPBP1"	"topoisomerase (DNA) II binding protein 1"	"3"	"q22.1"	"NC_000003.11"	"UD_144478429576"	"17008"	"11073"	"607760"
"TOPORS"	"topoisomerase I binding, arginine/serine-rich, E3 ubiquitin protein ligase"	"9"	"p21"	"NG_017050.1"	"UD_144478429701"	"21653"	"10210"	"609507"
"TOR1A"	"torsin family 1, member A (torsin A)"	"9"	"q34.11"	"NG_008049.1"	"UD_144478429871"	"3098"	"1861"	"605204"
"TOR1AIP1"	"torsin A interacting protein 1"	"1"	"q24.2"	"NG_042316.1"	"UD_144478430067"	"29456"	"26092"	"614512"
"TOR1AIP2"	"torsin A interacting protein 2"	"1"	"q25.2"	"NC_000001.10"	"UD_144478430263"	"24055"	"163590"	"614513"
"TOR1B"	"torsin family 1, member B (torsin B)"	"9"	"q34"	"NC_000009.11"	"UD_144478430547"	"11995"	"27348"	"608050"
"TOR2A"	"torsin family 2, member A"	"9"	"q34.11"	"NG_030463.1"	"UD_144478430727"	"11996"	"27433"	"608052"
"TOR3A"	"torsin family 3, member A"	"1"	"q25.2"	"NC_000001.10"	"UD_144478431018"	"11997"	"64222"	"607555"
"TOX"	"thymocyte selection-associated high mobility group box"	"8"	"q12.2-q12.3"	"NG_011993.1"	"UD_144478431233"	"18988"	"9760"	"606863"
"TOX2"	"TOX high mobility group box family member 2"	"20"	"q13.12"	"NC_000020.10"	"UD_144478431420"	"16095"	"84969"	"611163"
"TOX3"	"TOX high mobility group box family member 3"	"16"	"q12.1"	"NG_012623.1"	"UD_144478431671"	"11972"	"27324"	"611416"
"TOX4"	"TOX high mobility group box family member 4"	"14"	"q11.2"	"NC_000014.8"	"UD_144478432265"	"20161"	"9878"	"614032"
"TP53"	"tumor protein p53"	"17"	"p13.1"	"LRG_321"	"UD_144478432473"	"11998"	"7157"	"191170"
"TP53AIP1"	"tumor protein p53 regulated apoptosis inducing protein 1"	"11"	"q24.3"	"NG_030401.1"	"UD_144478432826"	"29984"	"63970"	"605426"
"TP53BP1"	"tumor protein p53 binding protein 1"	"15"	"q15-q21"	"NC_000015.9"	"UD_144478433513"	"11999"	"7158"	"605230"
"TP53BP2"	"tumor protein p53 binding protein 2"	"1"	"q41"	"NG_029950.1"	"UD_144478433734"	"12000"	"7159"	"602143"
"TP53I3"	"tumor protein p53 inducible protein 3"	"2"	"p23.3"	"NG_029715.1"	"UD_144478434025"	"19373"	"9540"	"605171"
"TP53I11"	"tumor protein p53 inducible protein 11"	"11"	"p11.2"	"NC_000011.9"	"UD_144478434188"	"16842"	"9537"	""
"TP53I13"	"tumor protein p53 inducible protein 13"	"17"	"q11.2"	"NC_000017.10"	"UD_144478434475"	"25102"	"90313"	""
"TP53INP1"	"tumor protein p53 inducible nuclear protein 1"	"8"	"q22"	"NC_000008.10"	"UD_144478434933"	"18022"	""	"606185"
"TP53INP2"	"tumor protein p53 inducible nuclear protein 2"	"20"	"q11.22"	"NC_000020.10"	"UD_144478435068"	"16104"	"58476"	""
"TP53RK"	"TP53 regulating kinase"	"20"	"q13.2"	"NC_000020.10"	"UD_144478435210"	"16197"	"112858"	"608679"
"TP53TG3"	"TP53 target 3"	"16"	"p11.2"	"NC_000016.9"	"UD_144478435595"	"30759"	"24150"	""
"TP53TG3B"	"TP53 target 3B"	"16"	"p11.2"	"NC_000016.9"	"UD_144478435810"	"37202"	"729355"	""
"TP53TG3C"	"TP53 target 3C"	"16"	"p11.2"	"NC_000016.9"	"UD_144478436093"	"42962"	"653550"	""
"TP53TG5"	"TP53 target 5"	"20"	"q13.12"	"NC_000020.10"	"UD_144478436419"	"15856"	"27296"	""
"TP73"	"tumor protein p73"	"1"	"p36.3"	"NG_017035.2"	"UD_144478436538"	"12003"	"7161"	"601990"
"TP73-AS1"	"TP73 antisense RNA 1"	"1"	"p36.32"	"NC_000001.10"	"UD_144478436701"	"29052"	"57212"	""
"TPBG"	"trophoblast glycoprotein"	"6"	"q14-q15"	"NG_033981.1"	"UD_144478437723"	"12004"	"7162"	"190920"
"TPBGL"	"trophoblast glycoprotein-like"	"11"	"q13.4"	"NC_000011.9"	"UD_144478438018"	"44159"	"100507050"	""
"TPD52"	"tumor protein D52"	"8"	"q21.13"	"NC_000008.10"	"UD_144478438150"	"12005"	"7163"	"604068"
"TPD52L1"	"tumor protein D52-like 1"	"6"	"q22-q23"	"NG_029911.1"	"UD_144478439274"	"12006"	""	"604069"
"TPD52L2"	"tumor protein D52-like 2"	"20"	"q13.2-q13.3"	"NG_029863.1"	"UD_144478439721"	"12007"	"7165"	"603747"
"TPD52L3"	"tumor protein D52-like 3"	"9"	"p24.1"	"NC_000009.11"	"UD_144478439840"	"23382"	"89882"	""
"TPGS1"	"tubulin polyglutamylase complex subunit 1"	"19"	"p13.3"	"NC_000019.9"	"UD_144478439947"	"25058"	"91978"	""
"TPH1"	"tryptophan hydroxylase 1"	"11"	"p15.3-p14"	"NG_011947.1"	"UD_144478440322"	"12008"	"7166"	"191060"
"TPH2"	"tryptophan hydroxylase 2"	"12"	"q15"	"NG_008279.1"	"UD_144478440572"	"20692"	"121278"	"607478"
"TPI1"	"triosephosphate isomerase 1"	"12"	"p13.31"	"NG_011948.1"	"UD_144478440739"	"12009"	"7167"	"190450"
"TPI1P2"	"triosephosphate isomerase 1 pseudogene 2"	"7"	"q32.1"	"NC_000007.13"	"UD_144478440988"	"38069"	"286016"	""
"TPI1P3"	"triosephosphate isomerase 1 pseudogene 3"	"6"	"q22.1"	"NC_000006.11"	"UD_144478441138"	"38070"	"728402"	""
"TPK1"	"thiamin pyrophosphokinase 1"	"7"	"q34-q35"	"NG_032112.1"	"UD_144478441325"	"17358"	"27010"	"606370"
"TPM1"	"tropomyosin 1 (alpha)"	"15"	"q22.1"	"NG_007557.1"	"UD_144478442034"	"12010"	"7168"	"191010"
"TPM2"	"tropomyosin 2 (beta)"	"9"	"p13"	"LRG_680"	"UD_144478442546"	"12011"	"7169"	"190990"
"TPM3P9"	"tropomyosin 3 pseudogene 9"	"19"	"q13.42"	"NC_000019.9"	"UD_144478443487"	"44142"	"147804"	""
"TPMT"	"thiopurine S-methyltransferase"	"6"	"p22.3"	"NG_012137.2"	"UD_144478443837"	"12014"	"7172"	"187680"
"TPP1"	"tripeptidyl peptidase I"	"11"	"p15.4"	"NG_008653.1"	"UD_144478443992"	"2073"	"1200"	"607998"
"TPPP"	"tubulin polymerization promoting protein"	"5"	"p15.33"	"NC_000005.9"	"UD_144478444110"	"24164"	"11076"	"608773"
"TPPP2"	"tubulin polymerization-promoting protein family member 2"	"14"	"q11.2"	"NC_000014.8"	"UD_144478444317"	"19293"	"122664"	""
"TPPP3"	"tubulin polymerization-promoting protein family member 3"	"16"	"q22.1"	"NC_000016.9"	"UD_144478444466"	"24162"	"51673"	""
"TPR"	"translocated promoter region, nuclear basket protein"	"1"	"q25"	"NG_023284.1"	"UD_144478444733"	"12017"	"7175"	"189940"
"TPRG1"	"tumor protein p63 regulated 1"	"3"	"q28"	"NC_000003.11"	"UD_144478445300"	"24759"	"285386"	""
"TPRG1-AS2"	"TPRG1 antisense RNA 2"	"3"	"q28"	"NC_000003.11"	"UD_144478445851"	"41062"	""	""
"TPRG1L"	"tumor protein p63 regulated 1-like"	"1"	"p36.32"	"NC_000001.10"	"UD_144478445934"	"27007"	"127262"	"611460"
"TPRKB"	"TP53RK binding protein"	"2"	"p24.3-p24.1"	"NC_000002.11"	"UD_144478446241"	"24259"	"51002"	"608680"
"TPRX1"	"tetra-peptide repeat homeobox 1"	"19"	"q13.33"	"NC_000019.9"	"UD_144478446695"	"32174"	"284355"	"611166"
"TPSAB1"	"tryptase alpha/beta 1"	"16"	"p13.3"	"NC_000016.9"	"UD_144478446968"	"12019"	"7177"	"191080"
"TPSB2"	"tryptase beta 2 (gene/pseudogene)"	"16"	"p13.3"	"NG_032951.1"	"UD_144478447345"	"14120"	"64499"	"191081"
"TPSD1"	"tryptase delta 1"	"16"	"p13.3"	"NC_000016.9"	"UD_144478447497"	"14118"	"23430"	"609272"
"TPSG1"	"tryptase gamma 1"	"16"	"p13.3"	"NC_000016.9"	"UD_144478447733"	"14134"	"25823"	"609341"
"TPST1"	"tyrosylprotein sulfotransferase 1"	"7"	"q11.21"	"NC_000007.13"	"UD_144478447953"	"12020"	"8460"	"603125"
"TPTE2P1"	"transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 1"	"13"	"q12.12-q12.13"	"NC_000013.10"	"UD_144478448417"	"35196"	"646405"	""
"TPX2"	"TPX2, microtubule-associated"	"20"	"q11.2"	"NC_000020.10"	"UD_144478449407"	"1249"	"22974"	"605917"
"TRA2A"	"transformer 2 alpha homolog (Drosophila)"	"7"	"p15.3"	"NC_000007.13"	"UD_144478449668"	"16645"	"29896"	"602718"
"TRA2B"	"transformer 2 beta homolog (Drosophila)"	"3"	"q26.2-q27"	"NG_029862.1"	"UD_144478450367"	"10781"	"6434"	"602719"
"TRABD"	"TraB domain containing"	"22"	"q13.33"	"NC_000022.10"	"UD_144478450512"	"28805"	"80305"	""
"TRABD2B"	"TraB domain containing 2B"	"1"	"p33"	"NC_000001.10"	"UD_144478451590"	"44200"	"388630"	"614913"
"TRADD"	"TNFRSF1A-associated via death domain"	"16"	"q22"	"NC_000016.9"	"UD_144478451894"	"12030"	"8717"	"603500"
"TRAF1"	"TNF receptor-associated factor 1"	"9"	"q33-q34"	"NG_023346.1"	"UD_144478452073"	"12031"	"7185"	"601711"
"TRAF2"	"TNF receptor-associated factor 2"	"9"	"q34"	"NC_000009.11"	"UD_144478452184"	"12032"	"7186"	"601895"
"TRAF3"	"TNF receptor-associated factor 3"	"14"	"q32.32"	"LRG_229"	"UD_144478452657"	"12033"	"7187"	"601896"
"TRAF3IP1"	"TNF receptor-associated factor 3 interacting protein 1"	"2"	"q37.3"	"NC_000002.11"	"UD_144478452804"	"17861"	"26146"	"607380"
"TRAF3IP3"	"TRAF3 interacting protein 3"	"1"	"q32.3-q41"	"NG_033934.1"	"UD_144478453241"	"30766"	"80342"	"608255"
"TRAF5"	"TNF receptor-associated factor 5"	"1"	"q32"	"NC_000001.10"	"UD_144478453754"	"12035"	"7188"	"602356"
"TRAF6"	"TNF receptor-associated factor 6, E3 ubiquitin protein ligase"	"11"	"p12"	"NC_000011.9"	"UD_144478454136"	"12036"	"7189"	"602355"
"TRAF7"	"TNF receptor-associated factor 7, E3 ubiquitin protein ligase"	"16"	"p13.3"	"NC_000016.9"	"UD_144478454350"	"20456"	"84231"	"606692"
"TRAIP"	"TRAF interacting protein"	"3"	"p21.31"	"NC_000003.11"	"UD_144478454547"	"30764"	"10293"	"605958"
"TRAM1"	"translocation associated membrane protein 1"	"8"	"q13.1"	"NC_000008.10"	"UD_144478454760"	"20568"	"23471"	"605190"
"TRAM1L1"	"translocation associated membrane protein 1-like 1"	"4"	"q26"	"NC_000004.11"	"UD_144478454991"	"28371"	"133022"	""
"TRAM2"	"translocation associated membrane protein 2"	"6"	"p21.1-p12"	"NC_000006.11"	"UD_144478455182"	"16855"	"9697"	"608485"
"TRANK1"	"tetratricopeptide repeat and ankyrin repeat containing 1"	"3"	"p22.2"	"NC_000003.11"	"UD_144478455397"	"29011"	"9881"	""
"TRAP1"	"TNF receptor-associated protein 1"	"16"	"p13.3"	"NG_033088.1"	"UD_144478455793"	"16264"	"10131"	"606219"
"TRAPPC2"	"trafficking protein particle complex 2"	"X"	"p22"	"NG_011555.1"	"UD_144478456087"	"23068"	"6399"	"300202"
"TRAPPC2L"	"trafficking protein particle complex 2-like"	"16"	"q24.3"	"NC_000016.9"	"UD_144478456242"	"30887"	"51693"	"610970"
"TRAPPC4"	"trafficking protein particle complex 4"	"11"	"q23.3"	"NC_000011.9"	"UD_144478456727"	"19943"	"51399"	"610971"
"TRAPPC6A"	"trafficking protein particle complex 6A"	"19"	"q13.32"	"NG_033044.1"	"UD_144478457156"	"23069"	"79090"	"610396"
"TRAPPC6B"	"trafficking protein particle complex 6B"	"14"	"q13.3"	"NC_000014.8"	"UD_144478457376"	"23066"	"122553"	"610397"
"TRAPPC8"	"trafficking protein particle complex 8"	"18"	"q12.1"	"NC_000018.9"	"UD_144478457542"	"29169"	"22878"	"614136"
"TRAPPC9"	"trafficking protein particle complex 9"	"8"	"q24.3"	"NG_016478.2"	"UD_144478457759"	"30832"	"83696"	"611966"
